state,telecom_circle,provider,year,month,wireless_subscribers,wireline_subscribers,vlr_proportion
Puducherry,Tamil Nadu,Telenor,2012,12,13662.585055416,,0.00442084422
Puducherry,Tamil Nadu,Videocon,2012,12,8756.757221235,,0.31609036173
Puducherry,Tamil Nadu,Vodafone,2012,12,201817.285740486,25.5048705,1.60204593234
Punjab,Punjab,Aircel,2012,12,,,48.3904165052
Punjab,Punjab,Aircel,2012,12,930752.364516184,,
Punjab,Punjab,BSNL,2012,12,4198247.33943353,992145.075543216,
Punjab,Punjab,BSNL,2012,12,,,51.96709946428
Punjab,Punjab,Bharti Airtel,2012,12,6503734.13990111,101292.808999956,91.01414898814
Punjab,Punjab,HFCL Infotel,2012,12,,,45.82744582864
Punjab,Punjab,Idea Cellular,2012,12,5253684.40203499,,91.3775552781
Punjab,Punjab,Loop Mobile,2012,12,0.0,,
Punjab,Punjab,MTNL,2012,12,0.0,,
Punjab,Punjab,HFCL Infotel,2012,12,1621862.1891123,175790.142109414,
Punjab,Punjab,Reliance Communications,2012,12,2716671.4542339,25585.715477868,89.80917023722
Punjab,Punjab,Sistema Shyam,2012,12,1096.913196274,0.0,24.0995750184
Punjab,Punjab,Tata Teleservices,2012,12,2384194.86487886,15268.802172372,65.47051213332
Punjab,Punjab,Telenor,2012,12,411.22290706,,
Punjab,Punjab,Videocon,2012,12,0.0,,
Punjab,Punjab,Vodafone,2012,12,4121651.81316573,229.51976208,89.28318744912
Rajasthan,Rajasthan,Aircel,2012,12,,,81.59
Rajasthan,Rajasthan,Aircel,2012,12,2712870.0,,
Rajasthan,Rajasthan,BSNL,2012,12,5930085.0,963456.0,
Rajasthan,Rajasthan,BSNL,2012,12,,,46.78
Rajasthan,Rajasthan,Bharti Airtel,2012,12,14181992.0,39361.0,95.01
Rajasthan,Rajasthan,Idea Cellular,2012,12,4515251.0,,105.34
Rajasthan,Rajasthan,Loop Mobile,2012,12,0.0,,
Rajasthan,Rajasthan,MTNL,2012,12,0.0,,
Rajasthan,Rajasthan,HFCL Infotel,2012,12,0.0,0.0,
Rajasthan,Rajasthan,Reliance Communications,2012,12,5379429.0,24739.0,92.7
Rajasthan,Rajasthan,Sistema Shyam,2012,12,2207814.0,49692.0,49.74
Rajasthan,Rajasthan,Tata Teleservices,2012,12,3071790.0,6848.0,64.96
Rajasthan,Rajasthan,Telenor,2012,12,1045.0,,
Rajasthan,Rajasthan,Videocon,2012,12,6687.0,,1.18
Rajasthan,Rajasthan,Vodafone,2012,12,8565366.0,240.0,100.28
Sikkim,North East,Aircel,2012,12,,,0.96484429908
Sikkim,North East,Aircel,2012,12,31137.124934484,,
Sikkim,North East,BSNL,2012,12,23161.238802468,2902.20309594,
Sikkim,North East,BSNL,2012,12,,,0.69351935724
Sikkim,North East,Bharti Airtel,2012,12,34335.731187144,,1.26311498244
Sikkim,North East,Idea Cellular,2012,12,3438.036507384,,1.1011737438
Sikkim,North East,Loop Mobile,2012,12,0.0,,
Sikkim,North East,MTNL,2012,12,0.0,,
Sikkim,North East,HFCL Infotel,2012,12,0.0,0.0,
Sikkim,North East,Reliance Communications,2012,12,11076.180446556,,1.07476158132
Sikkim,North East,Sistema Shyam,2012,12,2.014260876,0.0,
Sikkim,North East,Tata Teleservices,2012,12,1029.994299864,3.174795288,0.90948547368
Sikkim,North East,Telenor,2012,12,1.20055284,,
Sikkim,North East,Videocon,2012,12,0.0,,
Sikkim,North East,Vodafone,2012,12,12386.543852988,,1.20228697188
Sikkim,West Bengal,Aircel,2012,12,,,0.38593155024
Sikkim,West Bengal,Aircel,2012,12,19736.037874138,,
Sikkim,West Bengal,BSNL,2012,12,23969.14846479,3872.272532156,
Sikkim,West Bengal,BSNL,2012,12,,,0.31856558348
Sikkim,West Bengal,Bharti Airtel,2012,12,57747.866956884,,0.63607236984
Sikkim,West Bengal,Idea Cellular,2012,12,14580.89366398,,0.6002056174
Sikkim,West Bengal,Loop Mobile,2012,12,0.0,,
Sikkim,West Bengal,MTNL,2012,12,0.0,,
Sikkim,West Bengal,HFCL Infotel,2012,12,0.0,0.0,
Sikkim,West Bengal,Reliance Communications,2012,12,44332.03393886,14.551842918,0.61502877708
Sikkim,West Bengal,Sistema Shyam,2012,12,12900.840716338,0.0,0.40214438114
Sikkim,West Bengal,Tata Teleservices,2012,12,14165.785635602,40.273995452,0.32610951296
Sikkim,West Bengal,Telenor,2012,12,23630.161331858,,0.42226152642
Sikkim,West Bengal,Videocon,2012,12,109.228157892,,0.00092644748
Sikkim,West Bengal,Vodafone,2012,12,73888.600390494,,0.6409031317
Tamil Nadu,Tamil Nadu,Aircel,2012,12,,,57.02364164153
Tamil Nadu,Tamil Nadu,Aircel,2012,12,21355708.6565808,,
Tamil Nadu,Tamil Nadu,BSNL,2012,12,9279374.3376999,2385418.56057004,
Tamil Nadu,Tamil Nadu,BSNL,2012,12,,,47.96041157887
Tamil Nadu,Tamil Nadu,Bharti Airtel,2012,12,13091710.001928,477584.057461285,94.41683812565
Tamil Nadu,Tamil Nadu,Idea Cellular,2012,12,2135815.04205153,,73.56747699452
Tamil Nadu,Tamil Nadu,Loop Mobile,2012,12,0.0,,
Tamil Nadu,Tamil Nadu,MTNL,2012,12,0.0,,
Tamil Nadu,Tamil Nadu,HFCL Infotel,2012,12,0.0,0.0,
Tamil Nadu,Tamil Nadu,Reliance Communications,2012,12,6349480.75662043,145627.036969938,84.80312988131
Tamil Nadu,Tamil Nadu,Sistema Shyam,2012,12,1213570.43737719,0.0,56.96466183635
Tamil Nadu,Tamil Nadu,Tata Teleservices,2012,12,5648611.93570545,71663.412283959,57.15143121942
Tamil Nadu,Tamil Nadu,Telenor,2012,12,789865.414944584,,0.25557915578
Tamil Nadu,Tamil Nadu,Videocon,2012,12,506248.242778765,,18.27390963827
Tamil Nadu,Tamil Nadu,Vodafone,2012,12,11667520.7142595,1474.4951295,92.61795406766
Telangana,Telangana,Aircel,2012,12,,,58.86
Telangana,Telangana,Aircel,2012,12,774595.054508544,,
Telangana,Telangana,BSNL,2012,12,3815606.27602827,774437.791870486,
Telangana,Telangana,BSNL,2012,12,,,71.18
Telangana,Telangana,Bharti Airtel,2012,12,7327131.58435319,52008.4098019104,97.93
Telangana,Telangana,Idea Cellular,2012,12,4400065.83493635,,97.48
Telangana,Telangana,Loop Mobile,2012,12,0.0,,
Telangana,Telangana,MTNL,2012,12,0.0,,
Telangana,Telangana,HFCL Infotel,2012,12,0.0,0.0,
Telangana,Telangana,Reliance Communications,2012,12,2818005.35147089,37107.7748459322,79.87
Telangana,Telangana,Sistema Shyam,2012,12,281350.308768291,0.0,53.24
Telangana,Telangana,Tata Teleservices,2012,12,2854845.36598308,70165.622912828,71.72
Telangana,Telangana,Telenor,2012,12,1667637.84490795,,56.98
Telangana,Telangana,Videocon,2012,12,4040.40825094335,,0.14
Telangana,Telangana,Vodafone,2012,12,2516581.29465261,2209.95391375986,83.0
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Aircel,2012,12,,,0.57467711325
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Aircel,2012,12,1627.6442821695,,
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,BSNL,2012,12,20458.687974213,7509.5679300735,
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,BSNL,2012,12,,,0.290127784455
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Bharti Airtel,2012,12,32752.786716558,266.4049208595,0.46483924491
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Idea Cellular,2012,12,38559.526247403,,0.46762847274
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Loop Mobile,2012,12,0.0,,
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,MTNL,2012,12,0.0,,
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,HFCL Infotel,2012,12,0.0,0.0,
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Reliance Communications,2012,12,32313.9113355345,486.8212456185,0.430070077305
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Sistema Shyam,2012,12,1114.3878893415,0.0,0.17870294166
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Tata Teleservices,2012,12,14513.89128381,329.638639371,0.31152789453
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Telenor,2012,12,21308.277153204,,0.280125036375
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Videocon,2012,12,3160.897247361,,0.25535861685
The Dadra And Nagar Haveli And Daman And Diu,Gujarat,Vodafone,2012,12,75987.780159066,1.15416324,0.450556474815
Tripura,North East,Aircel,2012,12,,,5.80558690677
Tripura,North East,Aircel,2012,12,187355.913287221,,
Tripura,North East,BSNL,2012,12,139364.024707817,17462.913249985,
Tripura,North East,BSNL,2012,12,,,4.17299133531
Tripura,North East,Bharti Airtel,2012,12,206602.320814386,,7.60031832161
Tripura,North East,Idea Cellular,2012,12,20687.088840446,,6.62589795595
Tripura,North East,Loop Mobile,2012,12,0.0,,
Tripura,North East,MTNL,2012,12,0.0,,
Tripura,North East,HFCL Infotel,2012,12,0.0,0.0,
Tripura,North East,Reliance Communications,2012,12,66646.741074039,,6.46697272333
Tripura,North East,Sistema Shyam,2012,12,12.120055619,0.0,
Tripura,North East,Tata Teleservices,2012,12,6197.602480566,19.103134022,5.47248604042
Tripura,North East,Telenor,2012,12,7.22387421,,
Tripura,North East,Videocon,2012,12,0.0,,
Tripura,North East,Vodafone,2012,12,74531.358978447,,7.23430869497
Uttar Pradesh,Uttar Pradesh East,Aircel,2012,12,,,67.21
Uttar Pradesh,Uttar Pradesh East,Aircel,2012,12,3589906.0,,
Uttar Pradesh,Uttar Pradesh East,BSNL,2012,12,10295513.0,954373.0,
Uttar Pradesh,Uttar Pradesh East,BSNL,2012,12,,,43.2
Uttar Pradesh,Uttar Pradesh East,Bharti Airtel,2012,12,14940643.0,50550.0,97.0
Uttar Pradesh,Uttar Pradesh East,Idea Cellular,2012,12,6978230.0,,102.13
Uttar Pradesh,Uttar Pradesh East,Loop Mobile,2012,12,0.0,,
Uttar Pradesh,Uttar Pradesh East,MTNL,2012,12,0.0,,
Uttar Pradesh,Uttar Pradesh East,HFCL Infotel,2012,12,0.0,0.0,
Uttar Pradesh,Uttar Pradesh East,Reliance Communications,2012,12,9648465.0,40461.0,83.54
Uttar Pradesh,Uttar Pradesh East,Sistema Shyam,2012,12,581226.0,0.0,31.46
Uttar Pradesh,Uttar Pradesh East,Tata Teleservices,2012,12,4141889.0,13263.0,61.52
Uttar Pradesh,Uttar Pradesh East,Telenor,2012,12,7262667.0,,67.12
Uttar Pradesh,Uttar Pradesh East,Videocon,2012,12,14635.0,,0.59
Uttar Pradesh,Uttar Pradesh East,Vodafone,2012,12,14526236.0,420.0,97.56
Uttar Pradesh,Uttar Pradesh West,Aircel,2012,12,,,58.29494871489
Uttar Pradesh,Uttar Pradesh West,Aircel,2012,12,911707.991053125,,
Uttar Pradesh,Uttar Pradesh West,BSNL,2012,12,2976941.39900663,444227.321396021,
Uttar Pradesh,Uttar Pradesh West,BSNL,2012,12,,,27.33236378975
Uttar Pradesh,Uttar Pradesh West,Bharti Airtel,2012,12,3873887.49749274,14682.764618812,52.7922341486
Uttar Pradesh,Uttar Pradesh West,Idea Cellular,2012,12,6154902.21618205,,58.36139203018
Uttar Pradesh,Uttar Pradesh West,Loop Mobile,2012,12,0.0,,
Uttar Pradesh,Uttar Pradesh West,MTNL,2012,12,0.0,,
Uttar Pradesh,Uttar Pradesh West,HFCL Infotel,2012,12,0.0,0.0,
Uttar Pradesh,Uttar Pradesh West,Reliance Communications,2012,12,4015177.99939665,3334.24636728,51.91639044705
Uttar Pradesh,Uttar Pradesh West,Sistema Shyam,2012,12,373122.705523358,0.0,20.1746066426
Uttar Pradesh,Uttar Pradesh West,Tata Teleservices,2012,12,2432078.42824224,5051.504052457,35.77670513297
Uttar Pradesh,Uttar Pradesh West,Telenor,2012,12,3020902.71252306,,36.82771757483
Uttar Pradesh,Uttar Pradesh West,Videocon,2012,12,3227.333032677,,0.76711827653
Uttar Pradesh,Uttar Pradesh West,Vodafone,2012,12,5435711.31506115,18.12090417,57.99293364539
Uttarakhand,Uttar Pradesh West,Aircel,2012,12,,,38.21505128511
Uttarakhand,Uttar Pradesh West,Aircel,2012,12,597667.008946875,,
Uttarakhand,Uttar Pradesh West,BSNL,2012,12,1951523.60099336,291211.678603979,
Uttarakhand,Uttar Pradesh West,BSNL,2012,12,,,17.91763621025
Uttarakhand,Uttar Pradesh West,Bharti Airtel,2012,12,2539513.50250726,9625.235381188,34.6077658514
Uttarakhand,Uttar Pradesh West,Idea Cellular,2012,12,4034824.78381795,,38.25860796982
Uttarakhand,Uttar Pradesh West,Loop Mobile,2012,12,0.0,,
Uttarakhand,Uttar Pradesh West,MTNL,2012,12,0.0,,
Uttarakhand,Uttar Pradesh West,HFCL Infotel,2012,12,0.0,0.0,
Uttarakhand,Uttar Pradesh West,Reliance Communications,2012,12,2632136.00060335,2185.75363272,34.03360955295
Uttarakhand,Uttar Pradesh West,Sistema Shyam,2012,12,244599.294476642,0.0,13.2253933574
Uttarakhand,Uttar Pradesh West,Tata Teleservices,2012,12,1594340.57175776,3311.495947543,23.45329486703
Uttarakhand,Uttar Pradesh West,Telenor,2012,12,1980342.28747694,,24.14228242517
Uttarakhand,Uttar Pradesh West,Videocon,2012,12,2115.666967323,,0.50288172347
Uttarakhand,Uttar Pradesh West,Vodafone,2012,12,3563361.68493885,11.87909583,38.01706635461
West Bengal,Kolkata,Aircel,2012,12,,,56.69
West Bengal,Kolkata,Aircel,2012,12,1858443.0,,
West Bengal,Kolkata,BSNL,2012,12,2315303.0,938584.0,
West Bengal,Kolkata,BSNL,2012,12,,,34.32
West Bengal,Kolkata,Bharti Airtel,2012,12,3579518.0,93906.0,91.62
West Bengal,Kolkata,Idea Cellular,2012,12,1153806.0,,87.59
West Bengal,Kolkata,Loop Mobile,2012,12,0.0,,
West Bengal,Kolkata,MTNL,2012,12,0.0,,
West Bengal,Kolkata,HFCL Infotel,2012,12,0.0,0.0,
West Bengal,Kolkata,Reliance Communications,2012,12,4152963.0,81350.0,92.77
West Bengal,Kolkata,Sistema Shyam,2012,12,887156.0,0.0,50.33
West Bengal,Kolkata,Tata Teleservices,2012,12,2804426.0,36569.0,75.9
West Bengal,Kolkata,Telenor,2012,12,1774330.0,,50.87
West Bengal,Kolkata,Videocon,2012,12,12.0,,
West Bengal,Kolkata,Vodafone,2012,12,4084284.0,1260.0,93.69
West Bengal,West Bengal,Aircel,2012,12,,,57.69351203832
West Bengal,West Bengal,Aircel,2012,12,2950371.21990216,,
West Bengal,West Bengal,BSNL,2012,12,3583185.55360834,578872.087059658,
West Bengal,West Bengal,BSNL,2012,12,,,47.62286813314
West Bengal,West Bengal,Bharti Airtel,2012,12,8632819.09808206,,95.08745502612
West Bengal,West Bengal,Idea Cellular,2012,12,2179720.63597589,,89.7256780157
West Bengal,West Bengal,Loop Mobile,2012,12,0.0,,
West Bengal,West Bengal,MTNL,2012,12,0.0,,
West Bengal,West Bengal,HFCL Infotel,2012,12,0.0,0.0,
West Bengal,West Bengal,Reliance Communications,2012,12,6627265.20323173,2175.377794449,91.94161537794
West Bengal,West Bengal,Sistema Shyam,2012,12,1928566.88889426,0.0,60.11719352827
West Bengal,West Bengal,Tata Teleservices,2012,12,2117665.48651341,6020.622672586,48.75062196928
West Bengal,West Bengal,Telenor,2012,12,3532509.83605562,,63.12453709131
West Bengal,West Bengal,Videocon,2012,12,16328.688438006,,0.13849608514
West Bengal,West Bengal,Vodafone,2012,12,11045722.6248349,,95.80961318435
Andaman And Nicobar Islands,West Bengal,Aircel,2012,11,,,0.24509365514
Andaman And Nicobar Islands,West Bengal,Aircel,2012,11,12397.626557385,,
Andaman And Nicobar Islands,West Bengal,BSNL,2012,11,14950.791334113,2427.978098278,
Andaman And Nicobar Islands,West Bengal,BSNL,2012,11,,,0.19563769881
Andaman And Nicobar Islands,West Bengal,Bharti Airtel,2012,11,37470.913716557,,0.38149969983
Andaman And Nicobar Islands,West Bengal,Etisalat,2012,11,0.0,,
Andaman And Nicobar Islands,West Bengal,Idea Cellular,2012,11,9627.86614072,,0.36912539883
Andaman And Nicobar Islands,West Bengal,Loop Mobile,2012,11,0.0,,
Andaman And Nicobar Islands,West Bengal,MTNL,2012,11,0.0,,
Andaman And Nicobar Islands,West Bengal,HFCL Infotel,2012,11,0.0,0.0,
Andaman And Nicobar Islands,West Bengal,Reliance Communications,2012,11,30553.167986449,8.794003244,0.34668666635
Andaman And Nicobar Islands,West Bengal,Sistema Shyam,2012,11,0.0,,
Andaman And Nicobar Islands,West Bengal,Sistema Shyam,2012,11,8322.661994143,0.0,0.24463993077
Andaman And Nicobar Islands,West Bengal,Tata Teleservices,2012,11,9254.702594997,24.356749135,0.19992745649
Andaman And Nicobar Islands,West Bengal,Telenor,2012,11,15664.400773715,,0.26658369121
Andaman And Nicobar Islands,West Bengal,Videocon,2012,11,68.083404102,,0.00053621971
Andaman And Nicobar Islands,West Bengal,Vodafone,2012,11,47178.346612707,,0.39964867463
Andhra Pradesh,Andhra Pradesh,Aircel,2012,11,,,59.57
Andhra Pradesh,Andhra Pradesh,Aircel,2012,11,1169705.84239032,,
Andhra Pradesh,Andhra Pradesh,BSNL,2012,11,5391820.90506298,1102803.15882527,
Andhra Pradesh,Andhra Pradesh,BSNL,2012,11,,,70.67
Andhra Pradesh,Andhra Pradesh,Bharti Airtel,2012,11,10575279.2141424,73632.2826504656,95.55
Andhra Pradesh,Andhra Pradesh,Etisalat,2012,11,0.0,,0.0
Andhra Pradesh,Andhra Pradesh,Idea Cellular,2012,11,6306178.29111897,,96.47
Andhra Pradesh,Andhra Pradesh,Loop Mobile,2012,11,0.0,,
Andhra Pradesh,Andhra Pradesh,MTNL,2012,11,0.0,,
Andhra Pradesh,Andhra Pradesh,HFCL Infotel,2012,11,0.0,0.0,
Andhra Pradesh,Andhra Pradesh,Reliance Communications,2012,11,4747703.72644001,52441.7534164294,68.31
Andhra Pradesh,Andhra Pradesh,Sistema Shyam,2012,11,0.0,,
Andhra Pradesh,Andhra Pradesh,Sistema Shyam,2012,11,415801.418066046,0.0,52.76
Andhra Pradesh,Andhra Pradesh,Tata Teleservices,2012,11,4315348.23317404,99635.1112043579,68.92
Andhra Pradesh,Andhra Pradesh,Telenor,2012,11,2215174.05964787,,62.43
Andhra Pradesh,Andhra Pradesh,Videocon,2012,11,5722.59174905665,,0.08
Andhra Pradesh,Andhra Pradesh,Vodafone,2012,11,3697668.80711169,3130.04608624014,80.68
Arunachal Pradesh,North East,Aircel,2012,11,,,2.1221977374
Arunachal Pradesh,North East,Aircel,2012,11,72729.348920496,,
Arunachal Pradesh,North East,BSNL,2012,11,52624.911201175,6658.470977935,
Arunachal Pradesh,North East,BSNL,2012,11,,,1.56323141027
Arunachal Pradesh,North East,Bharti Airtel,2012,11,77122.661005758,,2.86254848653
Arunachal Pradesh,North East,Etisalat,2012,11,0.0,,
Arunachal Pradesh,North East,Idea Cellular,2012,11,7754.728193766,,2.48043197085
Arunachal Pradesh,North East,Loop Mobile,2012,11,0.0,,
Arunachal Pradesh,North East,MTNL,2012,11,0.0,,
Arunachal Pradesh,North East,HFCL Infotel,2012,11,0.0,0.0,
Arunachal Pradesh,North East,Reliance Communications,2012,11,27122.805621241,,2.27879295506
Arunachal Pradesh,North East,Sistema Shyam,2012,11,0.0,,
Arunachal Pradesh,North East,Sistema Shyam,2012,11,5.320609712,0.0,
Arunachal Pradesh,North East,Tata Teleservices,2012,11,2370.966472173,7.225146143,2.17993844507
Arunachal Pradesh,North East,Telenor,2012,11,2.750997067,,
Arunachal Pradesh,North East,Videocon,2012,11,0.0,,
Arunachal Pradesh,North East,Vodafone,2012,11,29549.819879812,,2.62191182001
Assam,Assam,Aircel,2012,11,,,85.35
Assam,Assam,Aircel,2012,11,3563371.0,,
Assam,Assam,BSNL,2012,11,1222059.0,194483.0,
Assam,Assam,BSNL,2012,11,,,67.9
Assam,Assam,Bharti Airtel,2012,11,3809218.0,,94.97
Assam,Assam,Etisalat,2012,11,0.0,,
Assam,Assam,Idea Cellular,2012,11,374823.0,,88.14
Assam,Assam,Loop Mobile,2012,11,0.0,,
Assam,Assam,MTNL,2012,11,0.0,,
Assam,Assam,HFCL Infotel,2012,11,0.0,0.0,
Assam,Assam,Reliance Communications,2012,11,3107326.0,,66.6
Assam,Assam,Sistema Shyam,2012,11,0.0,,
Assam,Assam,Sistema Shyam,2012,11,1292.0,0.0,79.41
Assam,Assam,Tata Teleservices,2012,11,124982.0,2738.0,69.45
Assam,Assam,Telenor,2012,11,791.0,,
Assam,Assam,Videocon,2012,11,0.0,,
Assam,Assam,Vodafone,2012,11,2251641.0,60.0,91.9
Assam,North East,Aircel,2012,11,,,47.8594432602
Assam,North East,Aircel,2012,11,1640179.93548341,,
Assam,North East,BSNL,2012,11,1186788.06753952,150160.707625005,
Assam,North East,BSNL,2012,11,,,35.25372950121
Assam,North East,Bharti Airtel,2012,11,1739257.16413343,,64.55570772519
Assam,North East,Etisalat,2012,11,0.0,,
Assam,North East,Idea Cellular,2012,11,174883.314333618,,55.93828090455
Assam,North East,Loop Mobile,2012,11,0.0,,
Assam,North East,MTNL,2012,11,0.0,,
Assam,North East,HFCL Infotel,2012,11,0.0,0.0,
Assam,North East,Reliance Communications,2012,11,611668.909928043,,51.39095203638
Assam,North East,Sistema Shyam,2012,11,0.0,,
Assam,North East,Sistema Shyam,2012,11,119.989487376,0.0,
Assam,North East,Tata Teleservices,2012,11,53469.633553479,162.940269789,49.16160190161
Assam,North East,Telenor,2012,11,62.040019041,,
Assam,North East,Videocon,2012,11,0.0,,
Assam,North East,Vodafone,2012,11,666402.523649676,,59.12891045523
Bihar,Bihar,Aircel,2012,11,,,39.6008608653
Bihar,Bihar,Aircel,2012,11,3820567.2798638,,
Bihar,Bihar,BSNL,2012,11,4583844.06798418,412356.208513176,
Bihar,Bihar,BSNL,2012,11,,,27.13209508566
Bihar,Bihar,Bharti Airtel,2012,11,14069096.1773233,,74.93409300456
Bihar,Bihar,Etisalat,2012,11,0.0,,0.0
Bihar,Bihar,Idea Cellular,2012,11,4201935.34014704,,78.81444581418
Bihar,Bihar,Loop Mobile,2012,11,0.0,,
Bihar,Bihar,MTNL,2012,11,0.0,,
Bihar,Bihar,HFCL Infotel,2012,11,0.0,0.0,
Bihar,Bihar,Reliance Communications,2012,11,7243870.72148667,3742.907827518,62.8753840776
Bihar,Bihar,Sistema Shyam,2012,11,0.0,,
Bihar,Bihar,Sistema Shyam,2012,11,1223735.70291109,0.0,25.8943308822
Bihar,Bihar,Tata Teleservices,2012,11,3093310.18942864,8419.834041696,44.06592437226
Bihar,Bihar,Telenor,2012,11,3746232.32548288,,43.71661668294
Bihar,Bihar,Videocon,2012,11,14135.57094933,,1.01754848628
Bihar,Bihar,Vodafone,2012,11,4944094.2003544,,78.35882708898
Chandigarh,Punjab,Aircel,2012,11,,,1.85221286373
Chandigarh,Punjab,Aircel,2012,11,37192.623490634,,
Chandigarh,Punjab,BSNL,2012,11,162312.094609651,38245.121348321,
Chandigarh,Punjab,BSNL,2012,11,,,1.93952991093
Chandigarh,Punjab,Bharti Airtel,2012,11,249266.084803814,3852.100683537,3.39153964166
Chandigarh,Punjab,Etisalat,2012,11,0.0,,0.0
Chandigarh,Punjab,HFCL Infotel,2012,11,,,1.8955075663
Chandigarh,Punjab,Idea Cellular,2012,11,200971.935550069,,3.48358636225
Chandigarh,Punjab,Loop Mobile,2012,11,0.0,,
Chandigarh,Punjab,MTNL,2012,11,0.0,,
Chandigarh,Punjab,HFCL Infotel,2012,11,59373.04534879,6722.721374443,
Chandigarh,Punjab,Reliance Communications,2012,11,117498.330093092,983.808447223,3.02917389578
Chandigarh,Punjab,Sistema Shyam,2012,11,0.0,,
Chandigarh,Punjab,Sistema Shyam,2012,11,42.130475274,0.0,0.94266028873
Chandigarh,Punjab,Tata Teleservices,2012,11,93486.469552019,573.563853795,2.53146672674
Chandigarh,Punjab,Telenor,2012,11,15.680686393,,
Chandigarh,Punjab,Videocon,2012,11,0.0,,
Chandigarh,Punjab,Vodafone,2012,11,159979.856278939,8.73170472,3.40827540904
Chhattisgarh,Madhya Pradesh,Aircel,2012,11,,,11.927961078
Chhattisgarh,Madhya Pradesh,Aircel,2012,11,219233.790903325,,
Chhattisgarh,Madhya Pradesh,BSNL,2012,11,1294970.38748522,217141.713960325,
Chhattisgarh,Madhya Pradesh,BSNL,2012,11,,,13.8066669895
Chhattisgarh,Madhya Pradesh,Bharti Airtel,2012,11,2517580.15297442,62886.1675717,24.59231242325
Chhattisgarh,Madhya Pradesh,Etisalat,2012,11,0.0,,0.0
Chhattisgarh,Madhya Pradesh,Idea Cellular,2012,11,3805939.94161177,,27.28286908875
Chhattisgarh,Madhya Pradesh,Loop Mobile,2012,11,0.0,,
Chhattisgarh,Madhya Pradesh,MTNL,2012,11,0.0,,
Chhattisgarh,Madhya Pradesh,HFCL Infotel,2012,11,0.0,0.0,
Chhattisgarh,Madhya Pradesh,Reliance Communications,2012,11,3469256.32662785,7479.175071225,19.61192029775
Chhattisgarh,Madhya Pradesh,Sistema Shyam,2012,11,0.0,,
Chhattisgarh,Madhya Pradesh,Sistema Shyam,2012,11,805.08533105,0.0,10.0076217945
Chhattisgarh,Madhya Pradesh,Tata Teleservices,2012,11,1063545.304426,3785.5143491,19.49222435325
Chhattisgarh,Madhya Pradesh,Telenor,2012,11,346.07740475,,
Chhattisgarh,Madhya Pradesh,Videocon,2012,11,248504.133087925,,11.45698355725
Chhattisgarh,Madhya Pradesh,Vodafone,2012,11,1152129.6708647,15.6125145,19.890343473
Delhi,Delhi,Aircel,2012,11,,,59.76
Delhi,Delhi,Aircel,2012,11,3030567.0,,
Delhi,Delhi,BSNL,2012,11,0.0,0.0,
Delhi,Delhi,Bharti Airtel,2012,11,9083718.0,1081545.0,77.03
Delhi,Delhi,Etisalat,2012,11,0.0,,0.0
Delhi,Delhi,Idea Cellular,2012,11,4675755.0,,95.94
Delhi,Delhi,Loop Mobile,2012,11,0.0,,
Delhi,Delhi,MTNL,2012,11,2594760.0,1581934.0,47.9
Delhi,Delhi,HFCL Infotel,2012,11,0.0,0.0,
Delhi,Delhi,Reliance Communications,2012,11,8120876.0,186104.0,84.94
Delhi,Delhi,Sistema Shyam,2012,11,0.0,,
Delhi,Delhi,Sistema Shyam,2012,11,1011915.0,0.0,39.72
Delhi,Delhi,Tata Teleservices,2012,11,3844995.0,87728.0,56.02
Delhi,Delhi,Telenor,2012,11,0.0,,
Delhi,Delhi,Videocon,2012,11,0.0,,
Delhi,Delhi,Vodafone,2012,11,8597114.0,7530.0,93.35
Gujarat,Gujarat,Aircel,2012,11,,,77.992580295
Gujarat,Gujarat,Aircel,2012,11,645377.46014394,,
Gujarat,Gujarat,BSNL,2012,11,4197178.38403571,1544059.96535646,
Gujarat,Gujarat,BSNL,2012,11,,,58.680131841
Gujarat,Gujarat,Bharti Airtel,2012,11,6860830.50536915,54842.4016995,88.23312988548
Gujarat,Gujarat,Etisalat,2012,11,0.0,,0.0
Gujarat,Gujarat,Idea Cellular,2012,11,7930588.62127903,,94.829073819
Gujarat,Gujarat,Loop Mobile,2012,11,0.0,,
Gujarat,Gujarat,MTNL,2012,11,0.0,,
Gujarat,Gujarat,HFCL Infotel,2012,11,0.0,0.0,
Gujarat,Gujarat,Reliance Communications,2012,11,7550708.79866096,100966.470899484,79.00276990644
Gujarat,Gujarat,Sistema Shyam,2012,11,0.0,,
Gujarat,Gujarat,Sistema Shyam,2012,11,238947.477620496,0.0,38.15941738116
